STATE,BLOODBANKS.NO,BLOODBANK_DETAILS,,,
TAMILNADU,215,"M/s Life Cell International (P)Ltd.,
S.No.48,       Keelakottaiyur       Village,       Kelambakkam, VandalurRoad, Chennai-600048.",,,
TAMILNADU,216,"M/S Royal Blood Bank
(Run by Royal Medical Trust)
No.   40/2   197   PWD   Office   Road   Peria   Nadar   Street Nagerkoil-1",,,
TAMILNADU,217,"M/S Annai Blood Bank (Run by Annai Medical Trust) No.
67  Pappu  Sahib  Complex  Melamuthuraman  koil  Street, Tenkasi ? 627811",,,
TAMILNADU,218,"M/S Sri Saanthi Blood,(run by Kaveri Trust) 6-9, Kandappa Lane,  Brough Road
Erode 638001",,,
TAMILNADU,219,"M/S Doctors Blood Bank and Reseach Ceture (Run by DDC Charitable  Trust),  123/1,  Puthur  Main  Road,  Woraiyur, Trichy -3",,,
TAMILNADU,220,"M/S. Muthu Blood Bank (Muthu Charitable Trust)
No.153  Mettu  St  Opp  to  Vegetable  Market  Perambalur Perambalur Dist.",,,
TAMILNADU,221,"M/s   Vinayaka   Mission   Hospital   Blood   Bank,   NH   47, Sankari Main Road,
Seeragapadi, Salem ? 636 308.",,,
TAMILNADU,222,"M/s.  Vadamalayan  Blood  Bank  at  Vadamalayan  Hospital, No.9B, PT Rajan Road, Chokkikulam,
Madurai-625002.",,,
TAMILNADU,223,"M/s. Galaxy Hospitals, 110/E/20/1 North By Pass Road, Vannarpet, Tirunelveli",,,
TAMILNADU,224,"M/s.   Lions   Club   of   Coimbatore   Legend   Blood   Bank Research Centre Red Rase Tower No.422 DB Road,
R.S. Puram, Coimbatore-2.",,,
TAMILNADU,225,"M/s. Indian Blood Bank
2/2 Spencor?s Compound Dindigul-20.",,,
TAMILNADU,226,"M/s.Siventhi Blood Bank (Siventhi Medical Trust)
1/1 ? 344 -A, M.S. Road,  Nagarkovil, Kankumari District.",,,
TAMILNADU,227,"M/s.   Dr.   Kamatchi   Memorial   Blood   Bank,   &   Blood Component  research  centre,  (Run  by  Kamatchi  Memorial Trust) No.1 Radial Road, Pallikarani, Chennnai-601 302.",,,
TAMILNADU,228,"M/s.   Chettinad   Hospital   And   Research   Institute,No.   43 Padur, Chengelput Taluk, Kancheepuram District.",,,
TAMILNADU,229,"M/s.  Sivan  Blood  Bank  Runby  Lakshmiammal  Memorial Trust  Plot  No.10,  D.No.  58A  Kuruvikaran  Salai  1st  Cross Street, Aringnar Anna Nagar, Madurai 625020",,,
TAMILNADU,230,"M/s  Lions  Club  of  Erode  Supreme  Charitable Trust  Blood Bank, No. 24 S.K.C Road, 2nd Street,  Erode 638 001.",,,
TAMILNADU,231,"M/s   Karur   Voluntary   Blood   Bank   &   Laboratary,   20 Kamachi Amman Koil Street, Karur ? 639001",,,
TAMILNADU,232,"M/s    Marthandam    Blood    Bank    2/64,    AIFB    Hospital Building,     Junction   Main   Raad,     Marthandam,   Kanya Kumari Dist",,,
TAMILNADU,233,"Indian Red Cross Society Blood Bank 43, Medical College Road,  Thanjavur-613001",,,
TAMILNADU,234,M/S Christian Mission Hospital 126 F/3 East Veli Street Madurai ? 625001,,,
TAMILNADU,235,"M/s Salem Blood Bank,
2A 3rd Agraharam, Salem-636001.",,,
TAMILNADU,236,"M/s Kurinji Hospital, 167/5 Reddiyar Block No 1, Five Roads, Salem-636016.",,,
TAMILNADU,237,"M/s.   Chennai   Transfusion   and   Apheresis   Centre,   B.R. Speciality   Hospital,   20   G.N.   Chetty   Road,   T.   Nagar, Chennai ? 600 017",,,
TAMILNADU,238,M/s    Om    Sakthi    Blood    Bank    No    4    Sengodipuram Dharmapuri ? 636701.,,,
TAMILNADU,239,"M/s St Joseph Hospital, Jayapuram, Tindivanam-604 002 Villupuram Ditrict",,,
TAMILNADU,240,"M/S Kanakesa Thevar Memorial Hospital Blood Bank, No 66 Chinnaiah Street Pattukottai-614601",,,
TAMILNADU,241,"M/S  Life  Line  Blood  Bank  and  Research  Centre  (Run  by Subashtika  Charitable    Society)  3rd  Floor,  Sri  Sudharsan Hospital,   No.4,   Salai   Street,   Vannarpettai,   Tirunelveli 627003",,,
TAMILNADU,242,"Sri  Narayani  Hospital  &  Research  Centre,  Tirumalaikodi, Vellore 632055",,,
TAMILNADU,243,"Sri  Shellapha  Blood  Bank,  Shri  Sehllapha  Hospital,   239, Rajaram  Nagar, Near Gandhi Stadium,  Salem-636007",,,
TAMILNADU,244,"M/s  Sree  Mookambika   Institute  Medical  Science  blood bank,   14-9C   15,   Ist   Floor,   Medical   College   Hospital Building,   Padamilam,   Kulasekaram,   Kanyakumari   Dist 629161",,,
TAMILNADU,245,"M/s  Revathy  Medical  Centre  blood  bank,  No  10,  CKP Layout  4th  floor,  Valayankadu  Main  Road,  Kumar  Nagar (West), Tiruppur-614603",,,
TAMILNADU,246,"M/s   A.C.S.   General   Hospital   Blood   Bank,   (Run   by Dr.M.G.R.  Educational  Reaserch  Institute),  Periyar  E.V.R. Road, Velappan Chavadi, Chennai ? 77.",,,
TAMILNADU,247,"M/s   Saveetha   Medical   College   &   Hospital   (A   unit   of Saveetha Institute of Medical & Technical, 302/1,     Mavalur     kuppam     Village,     Saveetha     Nagar, Thandalam, Chennai-602105 Sciences), S.No.",,,
TAMILNADU,248,"M/s   Karpaga   Vinayaga   Institute   of   Medical   Sciences, G.S.T.Road,   No.   100,   Moosivakkam   Village,   Chinna Kolappakkam,     Madhuranthakam     Tk,     Kancheepuram District.",,,
TAMILNADU,249,"M/s  Deen  Dayal  Hospital,  No.  61,  Deen  Dayal  Nagar, Kunnavalam Post, Thiruvallur Tk & District.",,,
TAMILNADU,250,"M/s Global Hospitals (A unit of  Rabindranath GE Medical Assn.  Pvt.  Ltd.),  No.  439,  Cheran  Nagar,  Perumbakkam, Chennai ? 600100.",,,
TAMILNADU,251,"M/s Idayam Hospitals Erode Ltd, No. 15, Palaniappa Street, Erode ? 638009.",,,
TAMILNADU,252,"M/s   Maruti   Blood   Bank,   Door   No.   5,   5/1,   Srinivasa Complex,  (First  Floor)  Ram  Nagar,  Meyyanur,  Salem  ? 636004.",,,
TAMILNADU,253,"M/s     Sardar     Raja     Mission     Hospital     Blood     Bank, Tirurajapuram, Kavalkinaru Junction,       Tirunelveli Dist.",,,
TAMILNADU,254,"M/S Dindigul Blood Bank, No. 28/2, Veppan thoppu street, Dindigul 624 001",,,
TAMILNADU,255,"M/s  Bensam  Blood  Bank,  Bensam  Hospital,    No.  100-1, M.S.Road, Kalliyancadu, Nagercoil ? 629003.",,,
TAMILNADU,256,"M./S  Landsteiner  Lakshmi  Memorial  Research  Foundation Blood  Bank,  Pandalai  Nuring  Home  No,  962,  Poonamalle High Road, Chennai 600 084.",,,
TAMILNADU,257,"M/s.  Shri  Sathya  Sai  Medical  College  &  Resrch  institute, Ammapettai, Nellikuppam,    Chengalpattu",,,
TAMILNADU,258,"M/s. Sivaramji Blood bank (Unit of Janaseva trust), No 266 Omalur main road, Salem  - 7",,,
TAMILNADU,259,"M/s. Chennai Medical College Hospital & Research Centre, Irungallar, Manachanallur, Trichy ? 621 105",,,
TAMILNADU,260,"M/s.   Sri   Ramachandra   Medical   College   &   Research Institute,  No.1  Ramachandra  Nagar,  Porur,  Chennai  ?  600 116.",,,
TAMILNADU,261,"M/s. Annai Blood Bank, 104/1, 1st floor, Sadagopar Street, North Udayarpalayam, Attur, Salem",,,
TAMILNADU,262,"M/s Rotary Blood  Bank  ? Nanganallur, 128, Medavakkam Main Road, Ullagaram, Chennai ? 600091.",,,
TAMILNADU,263,"M/s    Vinayaga    Missions    Annapurna    Hospital    Blood Bank,Annaporrna Medical College Campus. NH47, Sankari Main Road, Kalparapathy Post, Salem",,,
TAMILNADU,264,"M/s. Muthukumaran Medical College Hospital & Research Institute,  Chickrayapuram,    Near  Mangadu,  Chennai  -600 069.",,,
TAMILNADU,265,"M/s. Child Jesus Hospital,  Contonment,  Trichy ? 620 001.",,,
TAMILNADU,266,"M/s.Lords   Blood   Bank   (Run   By   Rajamony   Memorial Educational Charitable Trust) 129, Main Road, Opp. to R.C. Church, Chunkankadai 629 807
Kanyakumari District",,,
TAMILNADU,267,"M/s.  Sri    P.A.C.   Ramasamy   Raja    Rotary  Blood  Bank, (Run  by  Rajapalayam  Rotary  Trust)  Old  No.:  1069,  New No.:  170,  Madurai  to  Tenkasi  Road,  Rajapalayam  ?   626 117",,,
TAMILNADU,268,"M/s.Tagore Medical College Hospital Survey No. 127, 130,
131    Rathinamangalam    (First    floor    Medical    College Building) Chennai ? 600 048.",,,
TAMILNADU,269,"M/s. Fortis Malar Hospitals Ltd, Blood Bank 52, First Main Road, Gandhi Nagar, Adyar, Chennai ? 20.",,,
TAMILNADU,270,"M/s.  Shharc  Charity  Blood  Bank,  6/3/39,  Dr.  Sankaran Road, Gandhi Nagar, Namakkal 637 001.",,,
TAMILNADU,271,"M/s.  KMR  Blood  Bank  (Run  by  KMR  Charitable  Trust) 113A, (First Floor) Arulandha Nagar 7th cross, Thanjavaur
-613 007",,,
TAMILNADU,272,"M/s.  Shanthi  Social  Services  (Diagnostic  Centre  SF  No. 128/2 (2249) Trichy Road, Singanallur Coimbatore.",,,
TAMILNADU,273,"M/s.      Karpagam      Hospital,      Pollachi      Main      Road, Othakkalmandapam, Coimbatore -641 032.",,,
TAMILNADU,274,"M/s.  Vangal  Amman  Health  Service  Ltd,  Kuriji  Hospital, 522/3     Udayampalayam     Road,     Sowipalayam     Post, COimbatore-28.",,,
TAMILNADU,275,"M/s.    Dhanalakshmi    Srinivasan    Medical    College    and Hospital Blood Bank, 1st floor Diagnostic Block, Trichy ? Chennai     Highways     (NH     45)     Siruvachur     62113, Perambaulur.",,,
TAMILNADU,276,"M/s.   Swaasam   Blood   Bank   (Run   by   Any   time   Blood Voluntary  Association)  9/  3,  Sakthi  Estate,  3rd  st,  MG Road, Avarampalyam, Coimbatore ? 641 006.",,,
TAMILNADU,277,"M/s. Sree Abirami Hospital (P) Ltd., 33 Madukkarai Road, Sundarapuram, Coimbatore ? 641 024.",,,
TAMILNADU,278,"St.  Thomas  Blood  Bank  &  Research   Centre,  St.  Thomas Hospital, 5/105, II floor Defence Colony Road, St. Thomas Mount, Chennai -16.",,,
TAMILNADU,279,"M/s.  RVS  Hospital  Blood  Bank,  242-B  (II  floor)  Trichy Road, Sulur, Coimbatore ? 641 402",,,
TAMILNADU,280,"M/s.  Madha  Medical   College   &  Hospital  Blood  Bank, Kovur, Thandalam, Chennai ? 600 122.",,,
TAMILNADU,281,"M/s.  Dhanvantri  Charitable  Trust  Blood  Bank,  No.1.  Old Post office Road, Sathyamangalam ?Erode District.",,,
TAMILNADU,282,"M/s. Blood Bank of Shavana  13/333 First floor, Keelpagam Trichy Main Road, Manaparai Trichy District.",,,
TAMILNADU,283,"M/s. Essar Blood Bank, Arumbakkam Sri A.S. Rajagopalan Trust,    No.16.    Alagesan    Road,    Vedachalam    Nagar, Chengelput.",,,
TAMILNADU,284,"M/s.Sri    Annai  Blood  Bank,  (Run  by  Nestle  Foundation Trust ) S.No. 49/8B 49/8C ward E Block No. 6., Door No. 56  J2  Chairman  A.  Shanmuga  Nadar  Road,  Sivakasi  626 123, Virudhunagar District.",,,
TAMILNADU,285,"M/s.Rainbow  Blood  Bank  (Run  by  Rainbow  Health  & Educational Trust, 40 Car Street, Karur ? 639 001",,,
TAMILNADU,286,"M/s.G.N.Blood    Bank    (Run    by    G.G.Educational    & Charitable  Trust)  Sri  Aravinda  Hospital,  7-C, Chidambaram Street,Villupuram 605 602 Chairman",,,
TAMILNADU,287,"M/s.Sudiksha  Prabhu  Hospital  Blood  Bank  &  Research Centre,   65-1,   Chokkan   Urani   St,   Kovilpatti-628   501 Tuticorin District",,,
TAMILNADU,288,"M/s.Vevekanandha  Medical  Care  Hospital  Blood  BankSF No.20/1,2,    Elayampalayam    -637    205    Tiruchengodu, Namakkal District",,,
TAMILNADU,289,"M/s.Palani Blood Bank   (Run by Annai Educational Trust) 49, Dindigal Road, 1st Floor,
Opp.to Govt Hospital, Palani ? 624 601 Dindigul District",,,
TAMILNADU,290,"M/s.Right  Hospitals  Blood  Bank,  No.1,  Prof.Subramaniam Street, Kilpauk, Chennai-10",,,
TAMILNADU,291,"M/s.Velammal   Medical   College   Hospital   &   Reserach Institute,Madurai-Tuticorin     Ring     Rosad,     Annupanadi Village, Madurai ? 625 009",,,
TAMILNADU,292,"M/s. Annai Medical College & Hospital Blood  Bank (Run by Sri Devi Karumari Amman Educational Trust), 1st Floor Casuality  Block,  Dr.  G.  Jayarama  Nagar,  Pennatur,  Sri Perumbudur Taluk ? 602 117, Kancheepuram Dist",,,
TAMILNADU,293,"M/s. Meenakshi   Hospital Blood Bank.  SF No.:244./2, 3rd Floor,  Nilgiri  Therkku  Thottam  Village,  Trichy  Tanjore Main  Road,  Nelagiri  Panchayat,  Tanjore  TK  &  .District  - 613 005",,,
TAMILNADU,294,"M/s.    Apollo    Hospitals    (Run    by    Apollo    Hospitals Educational   Trust),   No.   64,   Fourth   Flr,   Vanagaram   to Ambattur Main Rd., Ayanambakkam, Chennai-95",,,
TAMILNADU,295,"M/s. Meenakshi Blood Bank, (Run by Ayyamperumal  & K. Dakshinamoorthy     Trust),     4215,     South     4th     Street, Pudukottai -1",,,
TAMILNADU,296,"M/s. Aarthi Blood Bank, Aarthi Hospital, 16, Santhaipettai Road, Kovilpatti - 628 502, Thoothukudi District",,,
TAMILNADU,297,"M/s. Arogya Blood Bank (A Unit of Arogya Seva Hospitals Pvt. Ltd) SF. No. 122/2F, Door No. 7, Shanthi Nagar, Hosur
- 635 109, Krishnagiri District.",,,
TAMILNADU,298,"M/s.   Ramnad   Blood   Bank   (Run   by   C.Lakshmiammal Memorial  Trust),  No.  1/225,  ?Malligai  Illam?  Mahasakthi Nagar, Ramanathapuram - 623 503",,,
TAMILNADU,299,"M/s.  Gudalur  Adivasi  Hospital,  10/147-G7,  Kothervayal, Gudalur - 643 212, The Nilgiris District",,,
TAMILNADU,300,"M/s. TCR Blood Bank (Run by TCR Hospital & Charitable Trust),  TCR  Multi  Specialty  Hospital,  No.1/450,  Avvai Nagar, 3rd Floor, Near LIC, Krishnagiri - 635 001",,,
TAMILNADU,301,"Billroth Hospitals Limited, No.56 & 57, New Door No,5 & AMP:7 Gajapathy Street, Shenoy Nager, Chennai-600 030, Tamil Nadu",,,
TAMILNADU,302,"KaraiKudi  Blood  Centre  (Run  by  Vivekananda  Trust)  1st Floor, No.24/7, Ayyanar Puram 2nd street, KaraiKudi ? 623 001, Sivaganga District",,,
TAMILNADU,303,"M/s.  Landsteiner  Lakshmi Memorial Research  Foundation, 14/90,   Ground   Floor,   First   Floor   and   Second   Floor, Ayyavoo Street, Aminijikarai, Chennai ? 600 029.",,,
TAMILNADU,304,"Life  Care  Voluntary  Blood  Bank  (run  by  life  Care  Trust) Venus  Arcade,  No.2,  Ground  Floor  and  First  Floor,  Old Telephone Exchange Road, Near Parimalam School, Hosur- 635 109",,,
TELANGANA,1,"Aarohi Blood Bank,  D.No. 6-3-182/1 to 3, 3rd Floor, Lake
View  Plaza  No.  1,  Road  No.  1,  Banjarahills,  Hyderabad- 500029.",,,
TELANGANA,2,"Adithya  Hospital  Blood  Bank,    #  4-1-16,  Boggulakunta,
Tilak Road, Abids, Hyderabad.",,,
TELANGANA,3,"ADRM Hospital Blood Bank, 4th Floor, D.No.9-2, Plot No.
3 Ramanthapur, Hyderabad",,,
TELANGANA,4,"AP    Government    General    and    Chest    Hospital    Blood
Bank,Erragadda, Hyderabad-38.",,,
TELANGANA,5,"Apollo   DRDO   Hospital   Blood   Bank,   Apollo   Hospital enterprises    limited,    DMRL    'X'    Roads,    kanchanbagh,
Hyderabad",,,
TELANGANA,6,"Apollo  Hospitals  Enterprises  Limited  (Apollo  Blood  Bank
Centre), Apollo Hospital Comlex, Jublee Hills, Hyderabad",,,
TELANGANA,7,"Apollo  Hospitals,  Plot  No.  9-1-87  to  9-1-87/1,  St,  Joghn's
Road, Adjacent to keyes High School, Secunderabad",,,
TELANGANA,8,"Apollo Reach Hospitals, Blood Bank, 3rd Floor, H .No. 4-
72, Subhash Nagar, Karimnagar",,,
TELANGANA,9,"APSRTC  Hospital  Blood  Bank,  Ground  Floor,  APSRTC
Hospital Premises, Tarnaka, Hyderabad - 500 007,",,,
TELANGANA,10,"APVVP   District   Hospital   Blood   Bank,   Head   Quarters
Hospital, Sangareddy, Medak Dist.",,,
TELANGANA,11,"Asha Emergency Chest Hospital Blood Bank, 4-851/1, Opp:
Bus   Stand,   Kala   Bharathi   Road,   Sathupally,   Khamam District - 507 303",,,
TELANGANA,12,"Asian Blood Bank of Asian Health Foundation, Plot No. 2, 2nd Floor, Shanthi Surabhi Complex, Dr. AS Rao Nagar X
Roads, RR Dist.",,,
TELANGANA,13,"Asian Institute of Gastroenterology Blood Bank, 2nd Floor,
#6-3-661, Somajiguda, Hyderabad-82",,,
TELANGANA,14,"Aware   Global   Hospitals   Blood   Bank,   .No.   08-16-01,
shantivanam,                Sowbhagyanaga,                Sagarroad, Saroornagar,Hydearbad -500 035",,,
TELANGANA,15,"Ayaan  Institute  of  Medical  Sciences,  (AIMS),  Teaching Hospital & Research Centre, Kanakamamidi (V), R.R. Dist.
- 501 504, AP, India.",,,
TELANGANA,16,"Basavatarakam Indo American Cancer Institute & Research Centre  Blood  Bank,  Ground  Floor,  Road  No.  14,  Banjara
Hills,",,,
TELANGANA,17,"Bhaskara  Medical   College   and   General   Hospital   Blood
Bank,    Sy.  No.220,  221/2  and  228,  Yenkapally  Village, Moinabad Mandal, RR Dist.",,,
TELANGANA,18,"BHEL  General  Hospital  Blood  Bank,       BHEL  Hospital
Premises, Ramachandrapuram, Medak",,,
TELANGANA,19,"Care  Hospital  Blood  Bank  (A  Unit  of  Quality  Care  India Limied),  D.No.  5-4-199,  Cellar  Portion,  Exhibition  Road,
J.N. Road, Nampally, Hyderabad-1,",,,
TELANGANA,20,"Care  Hospital  Blood  Bank,  (Quality  Care  India  Limited),
First Floor, Road No. 1, Banjara Hills, Hyderabad-34,",,,
TELANGANA,21,"Challa  Hospital  Blood  Bank(A  Multispeciality  Hospital), H.No.  7-1-71/A/1,  First  Floor  Part,  Dharam  Karam  Road,
Ameerpet, Hyderabad 500 016",,,
TELANGANA,22,"Chalmada Ananda Rao Institute of Medical Sciences Blood
Bank,   Block   'C'   Ground   Floor,   B-Wing,   Bommakkal Village, Karimnagar",,,
TELANGANA,23,"Chiranjeevi   Eye   and   Blood   Bank,   8-2-293/82/A/CEBB,
Road No.1, Jubilee Hills, Near Check Post, Hyd-35,",,,
TELANGANA,24,"Citizens  Hospital  (Cyberabad  Citizens  Health  Services  Pvt
Ltd.), D.No- 1-100/I/CCH, Nalagandla (V), Serilingampally (M), Hyderabad, RR Dist.",,,
TELANGANA,25,"Cure  Emergency  Hospital  Blood  Bank,   D.No.  11-2-91/A,
Balajinagar, Narasimha Swamy Temple Road, Khammam.",,,
TELANGANA,26,"District  Head  Quarter  Hospital  Blood  Bank,  District  Head Quarters   Hospital   Premises,   1st   Floor,   Old   Building,
Nalgonda.",,,
TELANGANA,27,"District   Head   Quarters   Hospital   Blood   Bank,   APVVP,
Khammam",,,
TELANGANA,28,"Durgabai  Deshmukh  Hospital  &  Research  Centre  Blood Bank,  (Andhra  Mahila  Sabha),     First  Floor,  University
Road, Vidhyanagar,",,,
TELANGANA,29,"ESI  Hospital  Blood  Bank,    Ground  Floor,  ESI  Hospital
Premises, Sanath Nagar, Hyd-38,",,,
TELANGANA,30,"Gandhi Hospital Blood Bank, First Floor, Block A, Gandhi
Hospital Premises, Musheerabad,",,,
TELANGANA,31,"Genetic  Products  CharitableAssociation  Blood  Bank,    G-Block, Kanthi Sikhara Complex, Panjagutta,",,,
TELANGANA,32,"Global Hospitals Blood Bank, 6-1-1070/1 to 4, Lakdikapul,
Hyderabad.",,,
TELANGANA,33,"Goshamahal  Hospital  Blood  Bank,  3rd  Floor,  H.No.  5-3-
832/1&2, Goshamahal, Hyderabad-500012",,,
TELANGANA,34,"Government Area Hospital Blood Bank,   Government Area
Hospital (APVVP),  Badrachalam, Khammam",,,
TELANGANA,35,"Government Area Hospital Blood Bank,   Government Area
Hospital Premises, Kothagudem, Khammam",,,
TELANGANA,36,"Government  District  Head  Quarter  Hospital  Blood  Bank,
Ground Floor, Mahaboobnagar.",,,
TELANGANA,37,"Government   ENT   Hospital   Blood   Bank,   ENT   Hospital
Premises, Ground Floor, Koti, Hyd-500 001",,,
TELANGANA,38,"Government  Maternity  Hospital  Blood  Bank,  Nayapool,
Hyderabad",,,
TELANGANA,39,"Government Maternity Hospital Blood Bank, Sultan Bazar,
Koti, Hyderabad-95.",,,
TELANGANA,40,"Government  MGM  Hospital  Blood  Bank,  First  Floor,  OP
Block, MGM Hospital, Warangal.",,,
TELANGANA,41,"Govt.  District  Head  Quarter  Hospital  Blood  Bank,  Govt Dist.    Head    Quarters    Hospital    Premises,    First    Floor,
Karimnagar",,,
TELANGANA,42,"Health Agriculture Rural Development Society Blood Bank,
11-5-263/3, Red Hills, Hyderabad-500004.",,,
TELANGANA,43,"Himabindu Multispeciality Hospita Blood Bank, H. No. 17- 1-383/1/1,  First  Floor,  Vinay  Nagar,  Sagar  Road,  Santosh
Nagar, Hyd-500 025,",,,
TELANGANA,44,"Hyderabad Kidney & Laparoscopic Centre Blood Bank, (A
Unit of JVP Super Specialty Hospital Pvt. Ltd,) D.No. 16-2- 674/12, 5th Floor, Judges Colony, Malakpet,",,,
TELANGANA,45,"Image Blood Bank (A Division of Image Health Care Ltd.),
D.No.   8-3-903/F/12&13,   First   Floor,   Image   Hospital, Ameerpet, Hyderabad-73,",,,
TELANGANA,46,"Indian  Red  Cross  Blood  Bank  (Lions  Club  of  Suryapet Blood  Bank),   situated  at  RCH-II,  APVVP  Area  Hospital,
1st Floor, Siryapet, Nalgonda",,,
TELANGANA,47,"Indian  Red  Cross  Socieity  Blood  Bank,  D.  No.  4-1-22,
Osmanpura, Karimnagar",,,
TELANGANA,48,"Indian Red Cross Society Blood Bank, # 2-7-151, Subedari,
Hanumakonda, Warangal",,,
TELANGANA,49,"Indian  Red  Cross  Society  Blood  Bank,  #  5-6-300,  Red
Cross Bhavan, Near RTC Bus Stand, Nalgonda",,,
TELANGANA,50,"Indian   Red   Cross   Society   Blood   Bank,   Area   Hospital
Premises, First Floor, Old Bus Stand, Jagital, karimnagar",,,
TELANGANA,51,"Indian   Red   Cross   Society   Blood   Bank,   Area   Hospital
Premises, Siddipet-103, Medak Dist.",,,
TELANGANA,52,"Indian   Red   Cross   Society   Blood   Bank,   Area   Hospital,
Gadwal, Mahaboobnagar",,,
TELANGANA,53,"Indian   Red   Cross   Society   Blood   Bank,   Behind   Tahsil
Office, Red Cross Road, Khaleelwadi, Nizamabad",,,
TELANGANA,54,"Indian  Red Cross Society Blood  Bank, Community Health",,,
TELANGANA,55,"Centre, Vikarabad, Ranga Reddy Dist",,,
TELANGANA,56,"Indian   Red   Cross   Society   Blood   Bank,   Dist.   Hospital,
Tandur, Ranga Reddy Dist., A.P",,,
TELANGANA,57,"Indian  Red  Cross  Society  Blood  Bank,  District  Branch,
Ground  &  First  Floor,  Modern  High  School  Cross  Roads, No. 1-6-65/5/A, Mahaboobnagar-1",,,
TELANGANA,58,"Indian  Red  Cross  Society  Blood  Bank,  First  Floor,  Area
Hospital, Nirmal- 504 106, Adilabad",,,
TELANGANA,59,"Indian Red Cross Society Blood Bank, Ground Floor, Area
Hospital, Mancherial -504208, Adilabad",,,
TELANGANA,60,"Innova  Childern's  Heart  Hospital,  #12-5-30,  White  House,
Tarnaka, Moulali Road, Secunderabad",,,
TELANGANA,61,"Institute   of   Preventive   Medicine,   Central   Blood   Bank, Public   Health   Labs   &   Food   (Health)   Administration,
Narayanguda,",,,
TELANGANA,62,"Institute   of   Transfusion   Medicine   and   Research   Blood
Bank,  #6-3-344/1/H,  Ground  Floor,  Road  No.1,  Banjara Hills, Opposite Banjara Park,",,,
TELANGANA,63,"IRCS BB, Area Hospital Premises, 1st Floor, Wanaparthy-
3, Mahaboobnagar",,,
TELANGANA,64,"IRCS  Blood  Bank,  Sub  Divisional  Branch,  1  st  Floor,  OP
Block, Area Hospital Premises, Janagaon 506 167.",,,
TELANGANA,65,"Janani   Voluntary   Blood   Bank       (A   Unit   of   Janani Organisation)   D.No.   9-1-66/3,   2   nd   Floor,   Lane   Opp.
Oriental Bank, SD Road",,,
TELANGANA,66,"Janani   Voluntary   Blood   Bank   of   Janani   Organisation, #125-28-11/1,   First   Floor,   GP   Rao   Enclave,   Near   RR
Chicken Centre, Road No. 3, KPHB Colony, Kukatpally,",,,
TELANGANA,67,"Jaya  Diagnostics  and  Research  Centre  Limited  (Medwin Hospital)   Blood   Bank,   6th   Floor,   100,   Raghava   Ratna
Towers, Chirag Ali Lane, Hyderababad",,,
TELANGANA,68,"Jeeva Dhara Voluntary Blood Bank (A unit of Jeeva Dhaara Society 2952  of  2004)  ,  H.No.  9-4-264  to  275,  2nd  Floor, Above   Saluja   Hospital,   Rezimental   Bazar,   Lane   Opp.
Secunderabad Rly. Stn,",,,
TELANGANA,69,"Jyothi Hospital Blood Bank    Church Road, Near Hanuman
Temple Ground Floor, Miryalguda, Nalgonda",,,
TELANGANA,70,"Kakatiya  Voluntary  Blood  Bank,  (A  Unit  of  Life  Care Medical  &  Educational  Society),  Telangana  Bhavan,  Opp.
Alankar, Main Road, Hanamkonda, Warangal 506011.",,,
TELANGANA,71,"Kamineni Health Services (P) Ltd. Blood Bank, D.No. 4-1-
1227, Cellar Portion, Boggulakunta, Kingkoti, Hyd-1,",,,
TELANGANA,72,"Kamineni  Hospitals  Ltd.  Blood  Bank,  Sy.  No.  68,  LB
Nagar, Ranga Reddy Dist., Hyd-68,",,,
TELANGANA,73,"Kamineni  Institute  of  Medical  Sciences  Hospital  Blood Bank,    Kamineni  Institute  of  Medical  Sciences  Hospital
Premises, Narketpally, Nalgonda",,,
TELANGANA,74,"Kamineni Life Sciences Cord Blood Bank, Unit D4-7, IDA,
Moula Ali, Hyderabad",,,
TELANGANA,75,"Krishna  Institute  of  Medical  Sciences  Blood  Bank,  First
Floor, D.No. 1-8-31/1, Minister Road, Secunderabad",,,
TELANGANA,76,"Life  voluntary  blood  bank,  MIG,  221,  2nd  floor,  KPHB
colony, Phase-I, kukatpally, Huderabad-500 072",,,
TELANGANA,77,"Lifecare  Voluntary  Blood  Bank,  H.No.  3-1-446,            1st Floor,   Opp.   Govt   Hospital,   Prasanthnagar,   Karimnagar-
505001.",,,
TELANGANA,78,"Lions Club of Hyderabad (East), Bhanji Kheraj Blood Bank,
Feroz Gandhi Park, Bank Street, Koti, Hyd-95,",,,
TELANGANA,79,"Lions  Club  of  Hyderabad  (South),  Matadin  Goel  Blood Bank,  D.No. 3-6-20/114, Tirumala Apartments, First Floor,
Skyline Theatre Line, Basheerbagh, Hyd-29,",,,
TELANGANA,80,"Lions Club of Secunderabad Twin Cities Blood Bank,   2nd Floor,   Varalakshmi   Comple,   MG   Road,   James   Street,
Secunderabad-3,",,,
TELANGANA,81,"M.M.  Voluntary  Blood  Bank,    H.No.  4-194,  Ferozguda,
Balanagar, Hyderabad.",,,
TELANGANA,82,"Mahavir Hospital and Research Centre Blood Bank, D.No.
10-1-1, Bhagwan Mahavir Marg, AC Guards, Hyd-4,",,,
TELANGANA,83,"Mahavir      Institute     of     Medical     Sciences,      #2-4-9,
Shivareddypet, Vikarabad, RR Dist.",,,
TELANGANA,84,"Maheshwara   Medical   College   &   Maheshwara   Hospital,
(Alleti Shrunitha Educational Society) Chitkul (V), Isnapur X Roads, Patancheru (M), Medak dist.",,,
